Plasma Cells,Macrophages,AT2 Cells,Club Cells,B Cells,T/NKT Cells,Monocytes,Dendritic Cells,Basal Cells,Mast Cells,Endothelial/Lymphatic Cells,Fibroblasts,AT1 Cells,Ciliated Cells
TRIM22,MAP1LC3A,ATP6AP1,,UBL3,VIM,XBP1,,MYDGF,,CYB5R3,GOLIM4,IFI30,RPS23
LIPA,PLA2G4F,PSME2,,COLEC12,SCGB1A1,CAPZA1,,FAM89A,,SLC31A2,ATP2A2,EIF3K,RPS29
TMEM261,SGMS2,SOAT1,,CTTN,,SRSF3,,TXN,,RBMS1,CALM2,HMOX1,RPL27
CXCL3,TPD52,RNF13,,CH17-340M24.3,,PTP4A2,,HNRNPM,,SNTB1,TYMP,MS4A6A,UBA52
ITGA6,RPL7,LPL,,TIMM13,,FLNA,,PPT1,,PMM1,GLUL,ETF1,RPS18
PHC2,SLC25A3,IFI27L2,,TNRC6B,,BACH1,,MYOF,,TCN2,TACSTD2,FPR1,RPS20
TNFRSF12A,TM7SF2,BID,,RAB10,,ATP5EP2,,GPX3,,SDC2,S100A8,RP11-532F12.5,RPL37
ETHE1,MAP3K13,ENG,,RBPJ,,SCGB3A1,,F11R,,STEAP4,SLC6A14,ADI1,RPL10
HSD17B4,METTL7A,CLEC12A,,NDUFB7,,JDP2,,POLR2L,,SFTA1P,ATP1A1,CARHSP1,RPL14
ALPL,SELM,NCKAP1L,,PNISR,,AGER,,NKTR,,SGMS2,RNF145,NCKAP1L,RPL12
CD164,RPL13,ITGAX,,EFNA1,,TET2,,GPRIN3,,FAM195A,RHOG,CSRNP1,TPT1
STRA13,SVIP,CAPZA1,,SECISBP2L,,UQCRC1,,PDE4DIP,,SPINT1,TACC2,SMCO4,RPS3
GKN2,RPS3A,A2M,,NDUFS6,,WARS,,ACTN4,,RAC2,ERRFI1,MAFB,RPS2
RPN2,HSBP1L1,IL1RN,,PER1,,APRT,,PYCARD,,ALOX15B,ATL3,SPTSSA,SLC25A6
TNFSF12,CMTM8,THBD,,RWDD1,,DRAP1,,S100A8,,GLDN,IRX3,SLC7A7,YBX1
DHRS3,ENAH,VAMP8,,POLM,,NUMB,,NAMPT,,SRGN,TUBA1A,KIAA1109,ARPC2
ZFAND6,MSLN,CEBPB,,TPM1,,WIPF1,,ATF7IP,,SLC4A7,CES1,EVI2A,CD63
PSMA4,SHROOM3,PCOLCE2,,APOL6,,EPSTI1,,USP34,,FUS,BZW1,PEF1,RPS12
BCAT1,VEGFA,TNFAIP2,,ATP6V0E1,,LDHA,,SETD5,,SPTSSA,OAZ2,CPM,CD44
ZFHX3,SOCS2,ANXA1,,MSRB2,,MYD88,,PEBP1,,MBP,SDC1,SMAD7,NPC2
ARFGEF3,RP11-532F12.5,LEPROTL1,,PRDX1,,HLA-DQB1,,GRINA,,JMJD1C,SLC16A3,FABP4,SERPINA1
YWHAG,RPL7A,CPVL,,AGTRAP,,MAP2K1,,MYO1F,,CLEC2B,CREB3L2,CXCR4,TMSB4X
DUSP3,HSPG2,RND3,,ATP6V1A,,BASP1,,SERPINB1,,AKAP13,CLTB,MFHAS1,FABP5
B4GALT5,NFATC3,IFI30,,PILRA,,IKZF1,,C3AR1,,CYP4B1,CXCL3,ANXA4,HLA-DPB1
PCM1,CCDC141,PILRA,,TNFAIP2,,GALK1,,SIRPA,,AQP4,SORBS3,ATP6V0B,FTL
VDAC1,MAST4,LPXN,,CERS2,,BAZ1A,,MAFB,,PEG10,GRB2,TUBA1A,GNB2L1
APOE,DESI2,MYADM,,PSME1,,ACTR3,,ATP6V1E1,,NARF,COTL1,JAML,WLS
ZSWIM7,RASEF,AKR1C3,,CHMP2B,,C7orf73,,NDUFS7,,PARM1,GPNMB,PLEK,OSBPL3
TUBB,FOXP1,ATP6V1B2,,MLEC,,NMI,,RAB7A,,COX6B1,IDI1,SERINC1,FDXR
HACD1,MYH14,ACTR3,,PERP,,EHBP1L1,,SH3BGRL3,,ALDOA,HHIP,LDHB,UBN2
DUOXA1,ETV5,CCL3,,MMP19,,ICAM1,,ATF6B,,TMEM97,PTP4A3,HPGD,CEP170B
BHLHE40,TMEM243,SKAP2,,RPN2,,ACSL1,,STARD7,,BLVRA,AP1S2,UBTD1,DNAAF5
C9orf16,STAT3,C9orf16,,C12orf49,,EIF3M,,SSR4,,RETN,RAC2,ZC3H14,NEK4
NRGN,KRT10,MFSD1,,ATF4,,MAP3K8,,XPC,,SMS,ABL2,TBL1XR1,SATB1
DPY30,TOP1,ABCG1,,GK,,TUBA1B,,EIF4A2,,ARHGAP30,CEBPD,SERP1,RPL38
FAM49B,ACAT2,FABP3,,EIF4A2,,DPYD,,FDFT1,,SLC2A3,TCEAL1,H1FX,NAV2
MFSD1,MMP7,ALDOA,,LY6E,,XRN2,,LIPA,,PARVB,NRP2,SAMSN1,RPS3A
STAT6,FMO5,JAML,,KDELR1,,CCDC109B,,CD2AP,,VCL,PEG10,ZDHHC9,PROSER3
SSB,C1orf116,CDC42,,SERP1,,PSMA4,,ABHD5,,DDX17,RGCC,LEPROT,VANGL1
STX10,EPHX1,GRINA,,FMNL2,,C20orf24,,NDUFB8,,MEF2A,PLD3,DUSP3,PIAS3
TAOK3,ABLIM1,LY86,,C20orf24,,IQGAP2,,PGK1,,MMP19,PPP1R12A,MMP24-AS1,CMIP
PLBD1,FILIP1,RGS2,,RP11-598F7.3,,GDI2,,COMT,,KLF3,FOSB,SLK,STEAP3
CHURC1,NEBL,HCK,,SUSD2,,CCDC69,,LY6E,,UTRN,RASGEF1B,PLBD1,RPL27A
RHBDD2,HIST1H4C,POMP,,NUDT14,,NDUFS7,,ERP44,,DMKN,ITPRIPL2,FAM134B,ABHD11-AS1
TMEM14B,MLLT4,THEMIS2,,ENY2,,GNAI3,,PKN2,,Mar-01,LMO4,HNMT,VIM
STX12,LAPTM4B,CLEC2B,,CAST,,PRKAG2,,ZNF90,,EGR1,ITGB1BP1,LRP10,MTF1
CD36,ATP8A1,RBP4,,MEGF9,,LRRK2,,PSMB9,,MBNL2,CRTAC1,TREM2,RPL9
MEGF9,GPR160,ATOX1,,SULT1A1,,PLIN3,,STOM,,SCNN1A,PLXDC2,CAPN1,F11R
PLA2G1B,RAI14,KLF4,,CDH1,,SLC38A2,,WHSC1L1,,SKI,NUDT4,LRP1,RPL37A
MGLL,RPL6,OAZ1,,RNH1,,TRAPPC1,,BST2,,TNIP2,CYB5R3,PVRL2,SLC35A3
SF3B5,CHI3L2,PSMB9,,CAV1,,STAT1,,GABARAP,,CDS1,UGP2,VEZF1,PHC1
MALAT1,ERBB3,AHNAK,,HMOX1,,HACD4,,RAP1B,,HHIP,FASN,PER1,RPL5
RBPMS,IL1R1,MIR3945HG,,SFN,,PLP2,,SFPQ,,DYNC1LI2,EFHD2,KLF4,WDR73
SQRDL,EGFR,PTPN6,,FBXL5,,ZDHHC20,,DNASE2,,ITGAX,CACNA2D2,SMAD4,RPL6
MFSD10,RPL10A,CD164,,MAT2A,,TES,,ITGAX,,TAP1,TSPAN13,UCP2,SSBP2
MOB1A,PRKCI,IL7R,,TMEM41B,,SNX17,,CTSA,,CACNA2D2,CLDN1,SEC11A,DPY30
CEBPA,ADI1,PLEK,,EBP,,SH3KBP1,,UGDH,,NFE2L1,SLC39A8,NFE2L1,FAIM
EVL,CLIC3,PLAC8,,SRSF9,,ATP6AP2,,GNAI2,,BTG3,C4orf48,ATF4,TEAD1
PDLIM2,WWC3,CARD16,,ESRRA,,TWF2,,TRIP6,,OSCAR,RHOBTB2,ENG,RHOU
STX7,MMAB,ALDH2,,ACSS2,,CELF2,,ZNF292,,ATP2B4,EIF4A1,ILK,MLXIP
MPHOSPH6,SDPR,TCEB2,,ACER3,,SFPQ,,C16orf89,,HEXB,ARL6IP1,BMP2,RPL18
NFIX,ITGA3,ARRB2,,AQP1,,ERICH1,,SNX30,,SCGB3A2,GLIPR2,MIR22HG,EVA1C
HNRNPC,RPL23A,MARCKS,,CKB,,ISG20,,PDCD4,,DOCK8,BLVRB,NPEPPS,ITGB8
RNF149,TC2N,GLIPR1,,SUSD3,,EGR1,,HSD17B6,,COMT,SCARB2,MTCH1,NACA
SEC62,ARHGEF12,HNMT,,ROMO1,,SNRPB,,VAT1,,PRR13,PLIN2,TNFAIP2,EFCAB11
RAB32,EPDR1,NOP10,,PTPN13,,PECAM1,,ITGB6,,CH17-340M24.3,GSN,FAM127B,SLC35A2
CHMP1B,NFIC,UBB,,CYFIP1,,SEC14L1,,LGMN,,CADM1,ZFP36,DNAJB1,GLT8D1
BCAP29,CDK2AP2,LRPAP1,,ST6GAL1,,IRS2,,HBEGF,,CES1,DUSP6,ZBTB38,RPS24
NCOA4,MPST,DYNLL1,,SERINC1,,WASF2,,ZBTB8OS,,HLA-DRB5,PNISR,PPARG,HES4
LY86,FOXA2,FKBP1A,,SH3GLB1,,TNFRSF1A,,UBE2L6,,RHOBTB2,RGS10,LTA4H,FAU
RETN,ST3GAL5,CXCL3,,LINC00116,,CTSD,,METTL7A,,LSP1,DDIT4,UBB,CCDC125
C12orf49,TGFBR2,FKBP5,,TMEM50A,,ATP1B3,,DPH3,,SLC25A37,SDCBP,WNK1,TTC5
GSPT1,AHCYL2,SLC16A3,,NCOA3,,TPPP3,,BHLHE41,,DUOXA1,MYL6,ATP5I,PXN
GPCPD1,ERLEC1,PLBD1,,APIP,,G6PD,,SLC3A2,,COX8A,GLDN,ATP8A1,CST3
STAT3,FHDC1,RHOG,,SRGN,,LBR,,PIGR,,CDH1,HSD17B11,PILRA,ADRB1
DNAJB11,KCNQ1OT1,PKM,,SLC25A4,,NQO2,,HDGF,,SRSF5,PSMA7,SULT1A1,TNRC6B
PARK7,C5orf38,SARAF,,RXRA,,GYG1,,NASP,,ATN1,AP2S1,C9orf16,MT-ND4
AGTRAP,GLS,ACTR2,,TP53I3,,ELF1,,BTG1,,SIGIRR,PPIC,TBXAS1,DLG5
PLD3,SPAG9,PPT1,,DAPK1,,MAPKAPK3,,LMO4,,ZFYVE21,ETS2,TGFB1,PIGR
FEZ2,MEF2C,CCL4,,STEAP4,,LAP3,,FYB,,NFKBIA,DRAM1,BID,TMF1
H2AFZ,SEPW1,UCP2,,IER2,,CCND3,,FASN,,ZBTB38,ITGA5,SLC35E1,RPL11
PPIB,STARD10,TUBB,,ALPL,,CTSC,,SMAP2,,MPC1,HBB,NFE2L2,B3GNT7
PNPLA6,EBPL,SLC31A2,,ALDH3B1,,SCGB1A1,,NDUFA3,,ATP6V0E1,ARFGEF3,SIRPA,ARL3
DUSP5,RP11-259K15.2,ARL6IP1,,RETN,,CD74,,PLD3,,TBXAS1,FDPS,RGS19,RUNDC1
MMAB,EFEMP1,RAC2,,CRLS1,,RNF213,,KLF4,,PARD6B,SEC61A1,ANKLE2,CRNDE
NSA2,CLDN3,HMOX1,,CTBP2,,IFI6,,PGD,,CTD-3252C9.4,TMEM97,MEAF6,MEIS2
NDUFA2,ANK3,GRB2,,SSFA2,,TRMT6,,IL7R,,TSC22D1,ANXA2,AAMDC,WDPCP
ATP5I,PRSS8,MMP19,,CTDNEP1,,GNB2,,ADNP,,NCF4,PJA2,RICTOR,EPS8L2
TMEM251,TSPAN3,MTPN,,CCPG1,,MCEMP1,,EIF4B,,NAA10,PAPSS2,CNN2,KIAA0232
HNRNPA3,MACF1,YWHAH,,EPDR1,,AGFG1,,STT3B,,TMED5,RRBP1,YWHAE,KIFAP3
RP11-108M9.4,ASPH,TPM3,,TXNRD1,,HADHA,,PHLDA2,,CRNDE,C15orf48,CD2AP,ATF7IP2
CA2,CAPN2,PPARG,,GSTA4,,SH3BP5,,VMO1,,RAC1,CEACAM6,CLEC12A,HES1
DUT,SLC22A31,CECR1,,CYP4B1,,CKAP4,,RNF13,,PCOLCE2,MIF,GOLPH3,CES1
MAP1LC3A,POLR2L,ATP6V0B,,HACD3,,PTPN2,,LL22NC03-N95F10.1,,CXADR,APOE,MT2A,EPB41L4A
WASF2,SNHG9,CORO1A,,CDC42SE2,,PPIF,,VMP1,,SNX30,Sep-11,GSN,MIR99AHG
TRAM1,SSR4,SAMSN1,,IRAK3,,AREG,,CLK1,,ATP6V1B2,CSNK1E,PTAFR,GOLPH3L
BTG3,TJP1,RASGEF1B,,RAB2A,,SNHG25,,ATRX,,RP5-839B4.8,UBB,Mar-06,KATNB1
PDCD6IP,GFPT1,EVI2A,,CBR1,,GLUL,,HERPUD1,,FNIP2,VASP,RPL18,KTN1
PTPRE,BMP2,VASP,,DYNLRB1,,RHOC,,AKIRIN2,,CA2,HMGCS1,SGMS1,GULP1
TCEAL8,RPS6KA2,GPX3,,CSDE1,,MT1X,,PTPMT1,,C5orf24,CADM1,TUBB4B,EEF1B2
CYP4B1,SNX30,RAB31,,CHMP3,,IGKC,,YWHAH,,PDK4,CYP1B1,PAFAH1B1,TC2N
SERBP1,RPS5,VAT1,,HACD1,,IGHA1,,CCR1,,AAK1,SDC4,ZMYND11,RPLP1
HSPE1,VEPH1,LYAR,,SDCCAG8,,FTL,,HSP90AA1,,SFPQ,ZDHHC3,UPP1,C2CD3
CNN3,KCNJ15,MT2A,,Sep-11,,,,EPAS1,,RALB,HP,CST3,PSD3
DERL1,LIPH,CD14,,PTPRE,,,,VPS29,,MACC1,MFSD2A,RABAC1,KANSL1L
B4GALT1,LL22NC03-N95F10.1,TGFBI,,BSG,,,,FKBP5,,FLOT1,WASF2,PPP2R5A,GRN
PLEC,HMGN3,FPR1,,ATP5EP2,,,,RNF19A,,GRN,SFPQ,C10orf54,PSMA7
CHMP4B,TPM1,UPP1,,CCND1,,,,SPCS3,,SELENBP1,ATRX,AP2S1,HRASLS2
CHMP5,NFIA,LAIR1,,UBC,,,,DYNC1LI2,,MAT2A,ZFYVE21,SERINC5,RPL18A
SLC6A6,TMPRSS2,YBX1,,NANS,,,,C7orf50,,FCGR1A,RNF149,RAB14,ZNF552
PAK2,GSTP1,DOK2,,ACSL3,,,,SDR16C5,,NTAN1,MAFB,AKAP9,CEP164
SPINT1,IGFBP4,GLDN,,EIF3D,,,,CLDN4,,PHACTR1,PSMC3,INPPL1,MT-ND3
PNKD,HHIP-AS1,LRP1,,CDKN1A,,,,AKR1B1,,CYTIP,SFN,AK3,CAPN2
GLTSCR2,BCAM,FYB,,INSR,,,,AP2B1,,MAF,VAMP2,TUBB6,SPATA7
C20orf27,RPL5,ARL4A,,EMC7,,,,CISD1,,ITGB1BP1,ZNF106,RAB13,HLA-DPA1
C10orf11,ALOX15B,CAP1,,DNAJB9,,,,VPS13D,,CLEC12A,WTAP,UQCRH,MIPEP
TPM1,CRB3,ZNF706,,SDC1,,,,SLC16A3,,PLBD1,IFI6,ARHGAP30,RPS16
YWHAQ,EPAS1,CD99,,BCAT1,,,,SGMS2,,CARD8,KDELR2,LYAR,NPIPA1
RAB25,NCKAP1,IFI16,,NUCB2,,,,LAMP2,,MIR3945HG,VEGFA,GLDN,SFTPC
TTN,S100A9,HCLS1,,TMEM33,,,,RAB4A,,HSP90AB1,REXO2,PIM3,PLIN2
MAT2A,DDAH1,BST2,,PNPLA6,,,,SAT1,,SMAP2,HP1BP3,RP11-598F7.3,XPNPEP3
SULT1A1,GDF15,RP11-598F7.3,,MMAB,,,,SDC2,,CRK,GADD45B,CPVL,PRRG4
SGK1,NPNT,HN1,,DNAJC1,,,,NDUFV2,,CD47,RGS1,Mar-01,PPP4R3B
IRAK3,ISG20,RNF149,,OSCAR,,,,FHL1,,KRT8,GDF15,FCGRT,MAGI1
ATPIF1,ITPR3,SPN,,CH17-373J23.1,,,,ATP6V1B2,,DLC1,DRAP1,EML4,ALCAM
HBEGF,GOLGA4,TUBA1B,,LITAF,,,,ATP5EP2,,SELPLG,PRDX5,JUN,BTBD3
FPR1,NFIB,ARPC5,,TNS1,,,,VAMP8,,HSD17B6,SORBS2,LPXN,FAT1
GK,PCDH9,C4orf48,,TGM2,,,,CAPZA2,,IRX2,CORO1A,CTSD,ARPC1B
VPS35,RPS12,SLA,,MET,,,,NFIC,,PHLDA1,KDM6B,SPPL3,RPS21
IDI1,NTN4,PECAM1,,PVRL2,,,,DDAH2,,SUSD2,CRTAP,GRINA,HLA-DRA
MACF1,BNIP3,SERPING1,,TMEM167A,,,,RGS2,,CSNK1E,RORA,METRNL,TMEM98
GTF2I,RPL18,CLEC7A,,EIF3J,,,,CD14,,CDC42EP3,ILK,H3F3A,B3GNT5
HADHB,CFLAR,HPGD,,CFDP1,,,,ACAT2,,MED13L,PSAP,NFIC,MORN4
PCOLCE2,CD59,ANXA5,,ZNF593,,,,LILRB4,,FBXO21,CCDC107,TSPYL1,Mar-06
HSD17B11,OCLN,CKLF,,BCAP29,,,,NR4A1,,UBB,NR4A2,HAVCR2,DAAM1
CTTN,MPZL2,AKR1B1,,APP,,,,VASP,,TNFSF13B,AKR1C3,CCNL2,ATXN2
ABCG1,CSF3R,DAB2,,PCOLCE2,,,,FXYD5,,CECR1,LDHA,CYTIP,TMEM173
METAP2,EBP,LSP1,,HYI,,,,HNRNPD,,ETV1,TMSB10,CD14,EEF1D
CD47,INSIG1,ARHGAP18,,RBMS2,,,,EIF4G2,,GPSM3,MAN1A1,ARPC2,ADGRG1
RAB10,C12orf57,PLXDC2,,ENG,,,,FDX1,,CEACAM6,CD14,PTPRE,ARHGAP18
CRTAP,RAB25,TREM2,,LPP,,,,NPC2,,TACC2,INHBA,KLC1,FAM60A
LDHA,GJA1,HEXB,,LYAR,,,,PLP2,,ZFP36L2,AGER,ITGAX,GFM2
RRAGD,MYL9,AP2S1,,INSIG1,,,,MBTPS1,,SON,ADH5,CTSL,FBP1
OSBPL1A,PHLDA2,CORO1C,,ETV1,,,,PRPF4B,,PCBD1,C19orf33,MMP19,RPL8
CTSS,NFKBIA,GAPDH,,NR4A1,,,,EIF3L,,FAM46A,SCGB3A2,THOC2,RPL7
FAM162A,NRGN,ARPC1B,,ZFHX3,,,,SLC6A14,,EBP,ZFP36L2,PPA1,NEDD4L
EIF4A1,FAM129B,BHLHE41,,FAM89A,,,,KMT2E,,RNF130,B4GALT1,LCP2,CGN
BORCS7,EEF2,GPSM3,,OSBPL1A,,,,NONO,,GPRC5A,IER2,TMEM189,VPS35
AQP4,MLPH,RNF130,,NDUFAF2,,,,NCEH1,,FLRT3,MAP2K3,NCF4,TMEM68
TRAPPC1,CRTAC1,SLCO2B1,,FDX1,,,,ETS2,,FDFT1,NABP1,HLA-C,LAPTM5
STEAP4,AKAP13,GYPC,,DUOXA1,,,,EID1,,SARAF,ELL2,ABCG1,SCD
CLTC,RGS16,MYL6,,BHLHE40,,,,TMEM97,,SH3GLB1,CD24,GPX4,ACP5
PDCD6,SNX25,VCAN,,HSD17B6,,,,USP22,,PLLP,ATF3,RETN,RAB11FIP1
PILRA,CLDN7,FGR,,PTPRF,,,,HMGA1,,PPP3CA,FABP3,RASGEF1B,RPS17
FAM89A,OCIAD2,ZFP36L2,,DDAH1,,,,MYH9,,G3BP1,HSPA1A,OSCAR,FCER1G
HNRNPA0,PLS3,EFHD2,,SPRY1,,,,FNBP4,,BASP1,TM4SF1,KIF1B,ASAH1
BCL2A1,RPS4X,LGALS9,,H2AFV,,,,PNN,,PHLDA3,SCGB3A1,BLVRB,CTBP2
PPP4C,NFIX,RGS1,,HSPH1,,,,RBM5,,SFN,SLC20A1,EPB41L3,PFN1
NPTN,TMEM41B,CSTB,,STARD3NL,,,,HNRNPA3,,PHF14,ID1,MBNL1,GNG12
PACSIN2,TMEM87A,ISG15,,SNX10,,,,RNASE6,,MRFAP1,TNFAIP2,TMEM141,TRAK1
CDS1,MECOM,C15orf48,,NINJ1,,,,LAP3,,FABP4,CD302,THBS1,RPL3
CMIP,S100A16,CLIC1,,CAV2,,,,BAX,,SQRDL,ZFAND5,FERMT3,KCNE1
TMED2,CDS1,PLIN2,,RHOQ,,,,CAP1,,AXL,,PTP4A2,KLF5
UTRN,CD55,FXYD5,,MPC2,,,,MZT2A,,SLC1A3,,MAP4,CNFN
NUP214,PRKAR1A,TIMP2,,SLC43A3,,,,GPCPD1,,SLC6A14,,AKR1B1,SERPINF1
NFE2L2,CDH1,MAFB,,RHOBTB2,,,,MTHFD2,,SOAT1,,PTPN6,GPX1
ACSL3,NCOA7,C5AR1,,MAST4,,,,MACF1,,CDC42BPB,,RBMS1,PALLD
C6orf62,MET,SLC7A7,,MFGE8,,,,SNRPB2,,ANXA4,,MGEA5,CAST
ATP6AP2,IER2,RNASET2,,CDS1,,,,DUSP23,,RBP4,,COX6C,RPL31
IER5,DUOXA1,ANXA2,,PPP1CB,,,,RGS10,,PAM,,USP22,TYROBP
SPG20,RAB27A,PSMA7,,RNF11,,,,PRELID1,,CD83,,SCARB2,PPP1CB
GPX3,MID1IP1,GNAI2,,ELL2,,,,ANKRD11,,RHOB,,ATP6V0E1,LENG8
SIL1,PMM1,H2AFY,,IRX2,,,,HSPA8,,GSDMD,,GRB2,PAWR
RP5-839B4.8,CTTN,TFRC,,CPD,,,,FABP3,,CAPNS1,,CD83,ATP6V0E1
WDR1,RBPMS,PLAUR,,WDFY4,,,,ATP6AP2,,PKN1,,HLA-A,EIF1
HMGN1,NEDD9,KCTD12,,TFCP2L1,,,,ATOX1,,HERC2,,SLC1A3,TBL1XR1
N4BP2L2,ZFP36,RGS10,,IFI27,,,,HEBP2,,ATP5J2,,SELPLG,GAPDH
RMDN3,IRX2,GSN,,TJP1,,,,ATP6V0D1,,SLK,,MIR3945HG,IFT74
BFAR,EFNA1,MS4A4A,,RAB25,,,,OGT,,AGRP,,PRRC2B,RPS9
VPS28,PTP4A1,HLA-E,,VEGFA,,,,EI24,,VAMP3,,CHP1,SLC25A5
TGM2,PRDX2,S100A10,,NCOA4,,,,ABCG1,,FPR2,,N4BP2L2,ERBB3
MPST,EPS8,NCF2,,HN1,,,,PLXDC2,,PICALM,,PPP1R18,APITD1
ALDH3B1,COBLL1,CYP27A1,,C10orf11,,,,TPM3,,TMEM243,,LMBRD1,BCL2L1
CLEC12A,PARD6B,BCL2A1,,ARID5B,,,,FBL,,AP2B1,,ARHGAP18,CFAP36
ETV1,PTPRF,SH3BGRL,,NPNT,,,,HMGCS1,,RNF13,,AFF4,HIPK3
EPDR1,RPL3,TREM1,,TXNL4A,,,,CECR1,,GM2A,,KCTD12,ADD3
S100A16,GSTA4,CXCL16,,RP5-839B4.8,,,,SRSF10,,HMOX1,,DYNLRB1,PLS1
RXRA,RPSA,LITAF,,ABHD5,,,,ILF3,,MYCBP2,,TMBIM1,CELF1
ECH1,HSD17B6,MS4A6A,,HDAC1,,,,SRSF1,,DUSP23,,FCGR1A,SQLE
GNL3,SLC38A1,TXNIP,,B3GNT7,,,,CHI3L2,,RPS6KA2,,CAB39,HLA-DQB1
UBE2R2,FLRT3,PFN1,,EIF4EBP2,,,,ALDH2,,SHISA5,,PPP3CA,S100A4
ACER3,PON2,ARPC3,,IGHG4,,,,PNPLA6,,SNHG7,,SPAG9,GALNT3
PAG1,SNHG7,LY96,,HIGD1A,,,,SQLE,,MEGF9,,H2AFY,CFDP1
CDH1,SH3YL1,CFL1,,CPVL,,,,DNAJA1,,CAPZA2,,LILRB3,SOD1
JAK1,DCXR,HLA-DMB,,FAM210B,,,,EBP,,LINC00657,,PCOLCE2,CEP78
ACTR3,ATP11A,LY6E,,STX11,,,,YTHDC1,,SUN2,,KCNAB2,MAGIX
TMED9,MYO1B,CCDC88A,,CD164,,,,EFHD2,,GCA,,TGM2,RPS25
PTPN13,IL32,LIPA,,NAA38,,,,PUM1,,SKAP2,,DCTN4,NDFIP2
MRPL57,RARRES3,TYMP,,ARRB2,,,,ACTR2,,CCNL1,,ITPKC,RPL36A
TIPARP,PDE4D,GLRX,,MCOLN1,,,,GNS,,CSNK1A1,,COMTD1,ZNF264
HDDC2,SYNE2,HLA-DMA,,CRTAC1,,,,CALM3,,GRB2,,FAM89A,TBC1D8
RAD21,MT1E,IGSF6,,NTN4,,,,SUSD2,,BNIP2,,DAPK1,HDLBP
SUSD2,TNFRSF12A,GPX1,,SELPLG,,,,CD164,,HSPA1A,,DYNC1I2,KIAA1217
NDUFC1,PTPN13,RETN,,PLS3,,,,IL1R1,,CNOT6L,,DHX15,SIPA1L3
TFCP2L1,SECISBP2L,FCGRT,,PLXND1,,,,HSPB1,,KRT7,,MYO1F,EP400
DESI2,CXADR,ACTB,,AKR1C3,,,,ID3,,ABHD2,,CD4,AP3M2
ATP6V1A,XBP1,GSTO1,,FCGR1A,,,,ARL4A,,PTPN12,,NOTCH2,APOC1
PARP14,CYBRD1,ZEB2,,GM2A,,,,CD84,,LIPA,,MAP7D1,PWWP2B
SPRY1,IL6ST,SDCBP,,NCKAP1,,,,SYPL1,,PLAC8,,XIST,RPL7A
PGK1,SLC6A14,SAMHD1,,ARPC3,,,,FPR3,,PSMB9,,IQGAP2,WWC1
PTRF,SOCS3,STXBP2,,SREK1IP1,,,,CRIP1,,DUSP1,,NBEAL1,IKZF2
GSTA4,WBP5,ITGB2,,OCLN,,,,SLC25A5,,CPVL,,PDS5A,SRGN
KHDRBS1,SPINT2,FCGR3A,,GLS,,,,RAC2,,TMOD3,,SLC25A36,MZF1
EIF1AX,PTRF,ATP6V1F,,MRPL41,,,,ALPL,,DDX3X,,ST13,DAPP1
LIMA1,RPL24,CXCR4,,BAIAP2,,,,SRSF2,,HNRNPA3,,SOAT1,VEZF1
GGCT,ETV1,FCGR2A,,SIVA1,,,,AQP4,,SLC38A2,,H2AFZ,TJP2
VTI1B,TMEM245,GLIPR2,,FHL1,,,,C8orf4,,HN1,,ARPC5L,PRKAR2A
HEXA,MRPL14,CYBB,,STX3,,,,PCDH9,,GABARAPL2,,ARRB2,LINC00467
TIMM8B,HES1,ALOX5,,SLC22A31,,,,S100A11,,ALDH1A1,,IRAK3,ZNF688
GGA2,IDI1,PTPRC,,MIR22HG,,,,NNMT,,KRT18,,RP5-839B4.8,NPM1
SLC27A3,AQP3,CD53,,CRB3,,,,MAT2A,,PPT1,,SLC16A3,ITGA2
MYO1B,DUSP6,ITM2B,,TCEB1,,,,MFSD2A,,NOP56,,CKAP4,TSPO
RPS6KA3,RPS3,LINC01272,,ATF3,,,,SECISBP2L,,IRF1,,CLTC,KCTD12
IFT57,SUSD2,CST3,,CHMP5,,,,HP1BP3,,RNF115,,VAMP2,KLK11
ENG,RPLP0,HCST,,DOK2,,,,LRRFIP1,,TMBIM6,,TNFSF13B,SCPEP1
SIRPA,ARFGEF3,ARHGDIB,,FAM105A,,,,MEF2C,,LGMN,,CPNE3,GAS6
TBCB,SLC25A4,HLA-A,,WASL,,,,ARL6IP1,,MFSD1,,LAMP1,RPL15
EGLN2,CAV2,LCP1,,PLXNB2,,,,TGM2,,PLSCR1,,WBP2,UCP2
TUBA1A,AQP4,CFD,,TMEM63B,,,,CORO1C,,SLC16A3,,PAG1,MIDN
CHMP2A,SDC1,GMFG,,THBD,,,,CHI3L1,,LUC7L3,,ALDH2,HNRNPF
PPP2R5A,CKB,COTL1,,AXL,,,,SF1,,UBC,,Sep-11,ERGIC3
SPN,CNN3,THBS1,,PICALM,,,,H2AFY,,RMDN3,,USMG5,MPZL3
AQP1,KLF5,IFI6,,ADAM9,,,,AGER,,CCDC69,,THBD,OTUD4
RBMS2,RPS6,LGALS3,,VMA21,,,,SOD2,,NFAT5,,ACSL1,SPATA13
RAD23A,YAP1,EVI2B,,S100A16,,,,SELENBP1,,EMP3,,ITFG1,LYZ
MET,RHOBTB2,GCHFR,,CLEC12A,,,,MPHOSPH6,,PTPN13,,EIF4G1,SMIM14
PDE4DIP,ATP1B1,MNDA,,IER3,,,,CTNNB1,,CTSL,,C3AR1,GPM6B
TMEM30A,NEAT1,TMSB4X,,PARD6B,,,,DEFB1,,STAT3,,PNKD,ATP1B3
